ind,CoinName,Algorithm,IsTrading,ProofType,TotalCoinsMined,TotalCoinSupply,TotalCoinSupply_orig,sort_orig
XRC,Bitcoin Rhodium,X13,TRUE,PoW,1170292.5,2100000,2100000.00,1148
GLT,GlobalToken,SHA-256,TRUE,PoW,84613100,168000000,168000000.00,1149
INSN,Insane Coin,X11,TRUE,PoW/PoS,23775960.32,30000000,30000000.00,1150
WRT,WRTcoin,X11,TRUE,PoW,,25000000000,25000000000.00,1151
ALX,ALAX,DPoS,TRUE,DPoS,1000000000,1000000000,1000000000.00,1152
TFC,The Freedom Coin,X11,TRUE,PoS,0,25000000,25000000.00,1153
MPT,Media Protocol Token,Ethash,FALSE,PoW,10000000000,10000000000,10000000000.00,1154
AMBER,AmberCoin,X11,TRUE,PoW/PoS,,1000000000,1000000000.00,1155
LDOGE,LiteDoge,Scrypt,TRUE,PoW/PoS,15318887081,35000000000,35000000000.00,1156
BBR,Boolberry,X11,TRUE,PoW,0,18450000,18450000.00,1157
SLR,SolarCoin,Scrypt,TRUE,PoW,55565076.39,98100000000,98100000000.00,1158
TRK,TruckCoin,X11,TRUE,PoW/PoS,242574105.2,0,0.00,1159
UFO,UFO Coin,NeoScrypt,TRUE,PoW,3824685012,4000000000,4000000000.00,1160
ASN,Ascension Coin,QuBit,TRUE,PoW/PoS,0,0,0.00,1161
OC,OrangeCoin,Scrypt,TRUE,PoW/PoS,3537150,200000000,200000000.00,1162
GSM,GSM Coin,X11,TRUE,PoW/PoS,,1800000,1800000.00,1163
BLC,BlakeCoin,Blake,TRUE,PoW,23356790.15,7000000000,7000000000.00,1164
BITS,BitstarCoin,Scrypt,TRUE,PoW/PoS,20576532,54256119,54256119.00,1165
NEOS,NeosCoin,SHA-256,TRUE,PoS,4392258.246,21000000,21000000.00,1166
HYPER,HyperCoin,Scrypt,TRUE,PoW/PoS,9631199.993,0,0.00,1167
PINK,PinkCoin,X11,TRUE,PoW/PoS,436353624.5,500000000,500000000.00,1168
FCN,FantomCoin ,CryptoNight,TRUE,PoW,0,18400000,18400000.00,1169
XWT,World Trade Funds,X15,TRUE,PoW/PoS,,1000000,1000000.00,1170
CESC,Crypto Escudo,Scrypt,TRUE,PoW,780210700,1000000000,1000000000.00,1171
TWLV,Twelve Coin,T-Inside,TRUE,PoW/PoS,,0,0.00,1172
ADC,AudioCoin,Scrypt,TRUE,PoW/PoS,980732529,10500000000,10500000000.00,1173
LOG,Wood Coin,Skein,TRUE,PoW,,27625814,27625814.00,1174
XCE,Cerium,SHA-256,TRUE,PoW/PoS,,2307925,2307925.00,1175
NKA,IncaKoin,SHA-256,TRUE,PoW/PoS,17939725045,190000000,190000000.00,1176
PIGGY,Piggy Coin,X11,TRUE,PoW/PoS,494240666,1000000000,1000000000.00,1177
CRW,Crown Coin,SHA-256,TRUE,PoW,22986929.09,42000000,42000000.00,1178
GEN,Genstake,Scrypt,TRUE,PoW/PoS,60000000,15000000,15000000.00,1179
LTS,Litestar Coin,X11,TRUE,PoW/PoS,,120000000,120000000.00,1180
QCN,Quazar Coin,CryptoNight,TRUE,PoW,0,18446744,18446744.00,1181
SMLY,SmileyCoin,Scrypt,TRUE,PoW,29583989323,50000000000,50000000000.00,1182
BTQ,BitQuark,Multiple,TRUE,PoW,,0,0.00,1183
PKB,ParkByte,SHA-256,TRUE,PoW/PoS,0,25000000,25000000.00,1184
HNC,Hellenic Coin,Scrypt,TRUE,PoW,,100000000,100000000.00,1185
MI,XiaoMiCoin,Scrypt,TRUE,PoW/PoS,404316475.5,400000000,400000000.00,1186
GRS,Groestlcoin,Groestl,TRUE,PoW,73298203.89,105000000,105000000.00,1187
CPC,CapriCoin,X11,TRUE,PoW/PoS,201364327.4,208000000,208000000.00,1188
CLUB, ClubCoin,Scrypt,TRUE,PoW/PoS,103621876.2,160000000,160000000.00,1189
RADS,Radium,PoS,TRUE,PoS,3821245.742,9000000,9000000.00,1190
BTA,Bata,Scrypt,TRUE,PoW,5052555.92,5000000,5000000.00,1191
PAK,Pakcoin,Scrypt,TRUE,PoW,69684455.44,182000000,182000000.00,1192
CRB,Creditbit ,X11,TRUE,Proof of Trust,16901016.66,16504333,16504333.00,1193
OK,OKCash,SHA-256,TRUE,PoW/PoS,74676064.95,105000000,105000000.00,1194
LSK,Lisk,DPoS,TRUE,DPoS,120012140,159918400,159918400.00,1195
XHI,HiCoin,Scrypt,TRUE,PoS,10000244678,10008835635,10008835635.00,1196
XWC,WhiteCoin,Scrypt,TRUE,PoW/PoS,252005564.2,300000000,300000000.00,1197
DOT,Dotcoin,Scrypt,TRUE,PoW,0,890000000,890000000.00,1198
FSC,FriendshipCoin,NeoScrypt,TRUE,PoW/PoS,1120385.005,60168145,60168145.00,1199
THC,The Hempcoin,Scrypt,TRUE,PoW/PoS,0,300000000,300000000.00,1200
FIII,Fiii,SHA3-256,TRUE,DPoC,-5917977548,5000000000,5000000000.00,1201
J,JoinCoin,Multiple,TRUE,PoW,3332922.5,2800000,2800000.00,1202
TRI,Triangles Coin,X13,TRUE,PoW/PoS,140777.7534,120000,120000.00,1203
RAIZER,RAIZER,SHA-256,FALSE,PoW,,1000000000,1000000000.00,1204
VOLLAR,Vollar,Equihash+Scrypt,TRUE,PoW,100000000,2100000000,2100000000.00,1205
VNTY,VENOTY,Scrypt,FALSE,PoW,,94000000,94000000.00,1206
AX,AlphaX,Scrypt,TRUE,PoS,,2.00E+11,200000000000.00,1207
SWI,Swinca,Quark,FALSE,PoW/PoS,,400000000,400000000.00,1208
TCR,TecraCoin,Lyra2Z,FALSE,PoW,40874452.48,210000000,210000000.00,1209
HCXP,HCX PAY,CryptoNight,FALSE,PoW,,2000000000,2000000000.00,1210
GEX,Gexan,PHI2,FALSE,PoW/PoS,2233828.13,21000000,21000000.00,1211
EOS,EOS,DPoS,TRUE,DPoS,1020544523,0,0.00,1212
AHT,Ahoolee,Ethash,TRUE,PoW,,100000000,100000000.00,1213
RCC,Reality Clash,Ethash,TRUE,PoW,24487944.1,24487944,24487944.00,1214
OXY,Oxycoin,DPoS,TRUE,DPoS,1122382283,0,0.00,1215
Z2,Z2 Coin,SHA-256,FALSE,PoW,,11000000,11000000.00,1216
KAPU,Kapu,DPoS,TRUE,DPoS,,115000000,115000000.00,1217
GRFT,Graft Blockchain,CryptoNight,TRUE,PoW/PoS,,1844674400,1844674400.00,1218
MNZ,Monaize,Equihash,TRUE,PoW/DPoW,,257142857,257142857.00,1219
AVE,Avesta,Avesta hash,FALSE,PoW,,200000000,200000000.00,1220
XSB,Extreme Sportsbook,X11,FALSE,PoS,,3000000,3000000.00,1221
SCRM,Scorum,DPoS,TRUE,DPoS,,20000000,20000000.00,1222
LWF,Local World Forwarders,DPoS,TRUE,DPoS,,100000000,100000000.00,1223
ILT,iOlite,Ethash,TRUE,PoW,0,1000000000,1000000000.00,1224
ADM,Adamant,DPoS,TRUE,DPoS,,200000000,200000000.00,1225
UPX,uPlexa,CryptoNight,TRUE,PoW,,10500000000,10500000000.00,1226
TCH,TigerCash,SHA-256,TRUE,PoS,1000000000,1000000000,1000000000.00,1227
LAX,LAPO,Lyra2Z,FALSE,PoW/PoS,11086825523,1.00E+11,100000000000.00,1228
TIP,Tip Blockchain,DPoS,TRUE,PoS,,1000000000,1000000000.00,1229
DTEP,DECOIN,X11,TRUE,PoS,,140000000,140000000.00,1230
WAVES,Waves,Leased POS,TRUE,LPoS,100000000,100000000,100000000.00,1231
PART,Particl,PoS,TRUE,PoS,9283137.556,8634140,8634140.00,1232
SLX,Slate,Slatechain,TRUE,PoW,,950000000,950000000.00,1233
SHARD,ShardCoin,Scrypt,FALSE,PoS,24924986.09,900000000,900000000.00,1234
BTT,BitTorrent,TRC10,TRUE,DPoS,9.90E+11,9.90E+11,990000000000.00,1235
CHI,XAYA,NeoScrypt,TRUE,PoW,,77303932,77303932.00,1236
ZILLA,ChainZilla,Equihash,FALSE,DPoW,11000068.27,11000000,11000000.00,1237
NXT,Nxt,PoS,TRUE,PoS/LPoS,1000000000,1000000000,1000000000.00,1238
ZEPH,ZEPHYR,SHA-256,TRUE,DPoS,1999999995,2000000000,2000000000.00,1239
XQN,Quotient,Scrypt,TRUE,PoW/PoS,,0,0.00,1240
NETC,NetworkCoin,X13,TRUE,PoW/PoS,,400000,400000.00,1241
VPRC,VapersCoin,Scrypt,TRUE,PoW,,42750000000,42750000000.00,1242
GAP,Gapcoin,Scrypt,TRUE,PoW/PoS,14931046.15,250000000,250000000.00,1243
SERO,Super Zero,Ethash,TRUE,PoW,,1000000000,1000000000.00,1244
UOS,UOS,SHA-256,TRUE,DPoI,,1000000000,1000000000.00,1245
BDX,Beldex,CryptoNight,TRUE,PoW,980222595,1400222610,1400222610.00,1246
ZEN,Horizen,Equihash,TRUE,PoW,7296537.5,21000000,21000000.00,1247
XBC,BitcoinPlus,Scrypt,TRUE,PoS,128326.9963,1000000,1000000.00,1248
DVTC,DivotyCoin,Scrypt,FALSE,PoW/PoS,21491213.46,100000000,100000000.00,1249
GIOT,Giotto Coin,Scrypt,FALSE,PoW/PoS,,233100000,233100000.00,1250
OPSC,OpenSourceCoin,SHA-256,FALSE,PoW/PoS,,21000000,21000000.00,1251
PUNK,SteamPunk,PoS,FALSE,PoS,,40000000,40000000.00,1252
